data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2021,42171750,,51
2021,42278530,,51
2021,42345863,,51
2021,41510232,,51
2021,42968090,,51
2021,42560428,,51
2021,43613236,,51
2021,42474768,,51
2021,42150524,,51
2021,42473169,,51
2021,41224853,,51
2021,42182464,,51
2021,43290164,,51
2021,41186755,,51
2021,43128584,,51
2021,41819199,,51
2021,42483071,,51
2021,42588175,,51
2021,42588176,,51
2021,42716127,,51
2021,42483072,,51
2021,41191148,,51
2021,41262382,,51
2021,41186756,,51
2021,41465246,,51
2021,42731149,,51
2021,42216337,,51
2021,42995162,,51
2021,41465063,,51
2021,41465062,,51
2021,41232856,,51
2021,42569535,,51
2021,41249788,,51
2021,41801782,,51
2021,42137247,,51
2021,44405739,,51
2021,41849017,,51
2021,42196026,,51
2021,42153355,,51
2021,42716671,,51
2021,41446095,,51
2021,41446094,,51
2021,41843341,,51
2021,42194814,,51
2021,42248793,,51
2021,42491896,,51
2021,41190947,,51
2021,41379102,,51
2021,41252744,,51
2021,41424517,,51
2021,43410680,,51
2021,41838056,,51
2021,42124606,,51
2021,42124607,,51
2021,41190948,,51
2021,41484604,,51
2021,42781446,,51
2021,41222779,,51
2021,42495206,,51
2021,41287063,,51
2021,42367544,,51
2021,42367545,,51
2021,42588177,,51
2021,44977178,,51
2021,41464053,,51
2021,42367547,,51
2021,42367548,,51
2021,41676622,,51
2021,42367549,,51
2021,42367578,,51
2021,42367579,,51
2021,42367580,,51
2021,42473195,,51
2021,42495207,,51
2021,42495208,,51
2021,41926896,,51
2021,42473223,,51
2021,42473224,,51
2021,42473225,,51
2021,42473262,,51
2021,41926898,,51
2021,41926897,,51
2021,41186279,,51
2021,42473339,,51
2021,42473393,,51
2021,42473429,,7
2021,42473429,,52
2021,42473430,,7
2021,42473430,,52
2021,41186278,,51
2021,42182667,,51
2021,42473472,,51
2021,42473494,,51
2021,42473495,,51
2021,42473517,,51
2021,42473518,,51
2021,41287399,,51
2021,42194815,,51
2021,42891353,,51
2021,41379103,,51
2021,42891378,,51
2021,42891379,,53
2021,42927296,,51
2021,42891382,,51
2021,42891384,,51
2021,42891392,,51
2021,42891423,,51
2021,42891426,,51
2021,42891445,,51
2021,42927294,,53
2021,42891558,,51
2021,42891516,,51
2021,43309521,,51
2021,42891526,,51
2021,42891552,,51
2021,42891553,,51
2021,42927297,,51
2021,42927298,,51
2021,43252191,,51
2021,42256738,,51
2021,42256739,,51
2021,41903131,,51
2021,43253430,,51
2021,43253432,,51
2021,43328489,,51
2021,43328531,,51
2021,43328532,,51
2021,43328540,,51
2021,43328544,,51
2021,43328545,,51
2021,43328547,,51
2021,42140867,,51
2021,43328569,,51
2021,42182668,,51
2021,43328639,,51
2021,42537581,,51
2021,42537582,,51
2021,42537583,,51
2021,42537584,,51
2021,41186762,,51
2021,43332792,,51
2021,41186761,,51
2021,42309838,,51
2021,43332797,,51
2021,43332800,,51
2021,43332823,,51
2021,41286844,,51
2021,43332913,,51
2021,43332914,,51
2021,43901522,,51
2021,41801380,,51
2021,41186763,,51
2021,43716382,,51
2021,41225108,,51
2021,43716400,,51
2021,43716402,,51
2021,43716403,,51
2021,43716404,,51
2021,43716420,,51
2021,43716479,,51
2021,42716672,,51
2021,43716482,,51
2021,42140868,,51
2021,43716566,,51
2021,43433226,,51
2021,43716594,,51
2021,43716596,,51
2021,43433227,,51
2021,42714828,,51
2021,43716616,,51
2021,41305829,,51
2021,43970486,,51
2021,43970487,,51
2021,43970493,,51
2021,43970540,,51
2021,43970543,,51
2021,43970545,,51
2021,43970547,,51
2021,43970549,,51
2021,43970553,,51
2021,43970573,,51
2021,43970578,,51
2021,43970579,,51
2021,42169984,,51
2021,44279285,,51
2021,44279303,,51
2021,41186355,,51
2021,42278532,,51
2021,44279318,,52
2021,41454992,,51
2021,41186875,,51
2021,44279325,,51
2021,44279326,,51
2021,44279351,,51
2021,44279352,,51
2021,44425222,,51
2021,44425233,,51
2021,44425234,,51
2021,44425240,,51
2021,44425272,,51
2021,42210638,,51
2021,44810689,,51
2021,42210639,,51
2021,41215176,,51
2021,44832337,,51
2021,44832338,,51
2021,44832379,,51
2021,41186658,,51
2021,41358944,,51
2021,44832387,,51
2021,44832400,,51
2021,43007840,,51
2021,44832438,,51
2021,44832439,,51
2021,44832479,,51
2021,44832480,,51
2021,44832546,,51
2021,44832547,,51
2021,44832587,,51
2021,41186766,,51
2021,44832592,,51
2021,44832611,,51
2021,44832640,,51
2021,44955799,,51
2021,44955823,,51
2021,44955884,,51
2021,42196027,,51
2021,44955931,,4
2021,41899711,,51
2021,43793444,,51
2021,41444594,,53
2021,41444606,,51
2021,41444605,,51
2021,42140869,,51
2021,41186660,,51
2021,43973289,,51
2021,41444601,,51
2021,43973290,,51
2021,41379104,,51
2021,41444608,,51
2021,41444607,,51
2021,41425154,,51
2021,41444344,,51
2021,41676961,,51
2021,41444345,,51
2021,42911971,,51
2021,41444346,,51
2021,41304999,,51
2021,41444609,,51
2021,41444354,,51
2021,41545399,,51
2021,41186768,,51
2021,42215841,,51
2021,41444636,,51
2021,44835712,,51
2021,42482833,,51
2021,41252017,,51
2021,41444352,,51
2021,41444353,,3
2021,41444351,,3
2021,41444614,,51
2021,41640024,,51
2021,42146164,,51
2021,41444616,,51
2021,41444622,,51
2021,41444364,,51
2021,41444363,,51
2021,42146165,,51
2021,42193939,,51
2021,41444642,,51
2021,41444641,,51
2021,41444637,,51
2021,42709725,,51
2021,41444639,,51
2021,41444362,,51
2021,42473589,,51
2021,42473590,,51
2021,42376182,,51
2021,41444317,,51
2021,42153792,,51
2021,41444318,,51
2021,41444325,,53
2021,42495209,,51
2021,42495210,,51
2021,42182669,,51
2021,43433626,,51
2021,41444580,,51
2021,41510237,,51
2021,42358333,,51
2021,41510238,,51
2021,41509059,,51
2021,41640002,,51
2021,41640003,,51
2021,41305592,,51
2021,41640009,,51
2021,41636609,,51
2021,41305591,,51
2021,42473591,,51
2021,41186283,,51
2021,43815458,,51
2021,41685746,,51
2021,41685745,,51
2021,41846541,,51
2021,42153306,,51
2021,41211813,,51
2021,41846562,,3
2021,41846562,,5
2021,41899151,,51
2021,42537356,,51
2021,41818999,,51
2021,41899152,,51
2021,41900982,,51
2021,42145062,,51
2021,42145063,,51
2021,42145065,,51
2021,43648588,,51
2021,42006945,,51
2021,42175588,,51
2021,42175690,,51
2021,42175730,,51
2021,42533235,,51
2021,42533236,,51
2021,41215376,,51
2021,42216803,,51
2021,42716129,,51
2021,43137334,,51
2021,42695730,,51
2021,41211814,,51
2021,41290271,,51
2021,42701307,,51
2021,42701308,,51
2021,42701309,,51
2021,42701311,,51
2021,42701314,,51
2021,42701359,,51
2021,41305247,,51
2021,43053779,,51
2021,43053780,,51
2021,43053809,,51
2021,43053811,,51
2021,43412319,,51
2021,43412322,,51
2021,43412331,,51
2021,43412336,,51
2021,43412342,,51
2021,43412343,,51
2021,43412371,,51
2021,43412372,,51
2021,43412374,,51
2021,43601037,,51
2021,43767503,,51
2021,42714829,,51
2021,42716130,,51
2021,43767549,,51
2021,42618205,,51
2021,42618206,,51
2021,43286672,,51
2021,43767510,,51
2021,43767512,,51
2021,43767513,,51
2021,44598172,,51
2021,44598171,,51
2021,44598167,,51
2021,44598365,,51
2021,44598369,,51
2021,44598392,,51
2021,44598509,,51
2021,44598776,,52
2021,43266966,,51
2021,44598794,,51
2021,44598795,,51
2021,41186770,,51
2021,41222262,,51
2021,44598867,,51
2021,44598868,,51
2021,44598873,,51
2021,41222340,,51
2021,41222342,,51
2021,41222341,,51
2021,41222339,,51
2021,41225313,,51
2021,41788744,,51
2021,44965785,,51
2021,41215377,,51
2021,44965804,,51
2021,44965807,,51
2021,41190950,,51
2021,44965811,,51
2021,44965841,,51
2021,44965847,,51
2021,44965848,,51
2021,41470151,,51
2021,44965849,,51
2021,44965850,,51
2021,41470152,,51
2021,41232388,,51
2021,41811273,,51
2021,42140870,,51
2021,41383651,,51
2021,43229295,,51
2021,42371604,,51
2021,41224644,,51
2021,41606264,,51
2021,41186661,,51
2021,41284229,,51
2021,42709935,,51
2021,41460282,,51
2021,41460283,,51
2021,41460284,,51
2021,42152073,,51
2021,44278628,,51
2021,41306428,,51
2021,44541377,,51
2021,41215378,,51
2021,42496695,,51
2021,42137531,,51
2021,42137532,,51
2021,42710046,,51
2021,42171751,,51
2021,41899599,,51
2021,41899600,,51
2021,41225109,,51
2021,42588178,,51
2021,41186772,,51
2021,41434509,,51
2021,41434510,,51
2021,41287400,,51
2021,41284385,,51
2021,41284384,,51
2021,45496450,,51
2021,42448093,,51
2021,41214041,,51
2021,42382043,,51
2021,42140871,,51
2021,43253623,,51
2021,43253624,,51
2021,43253625,,51
2021,41186359,,51
2021,41186360,,51
2021,41379108,,51
2021,42709726,,51
2021,41186881,,51
2021,44520159,,51
2021,42468395,,51
2021,42468396,,51
2021,42494359,,51
2021,41222316,,51
2021,42968091,,51
2021,41902765,,51
2021,41225110,,51
2021,45820969,,51
2021,43051198,,51
2021,41639935,,51
2021,41639934,,51
2021,42166299,,51
2021,42248616,,51
2021,41636700,,51
2021,43815459,,51
2021,42124743,,51
2021,42483073,,51
2021,41811215,,51
2021,41186884,,51
2021,41222388,,51
2021,41225111,,51
2021,42618207,,51
2021,41477914,,51
2021,41287065,,51
2021,41824176,,51
2021,41824175,,51
2021,44405977,,51
2021,41186289,,51
2021,41378257,,51
2021,43228201,,51
2021,41186777,,51
2021,41222910,,51
2021,41233059,,51
2021,41233060,,51
2021,43130528,,51
2021,41222263,,51
2021,42176494,,51
2021,41225315,,51
2021,41222368,,51
2021,41305090,,51
2021,41186778,,51
2021,41225316,,51
2021,42150430,,51
2021,41449757,,51
2021,41449758,,51
2021,42569633,,51
2021,42194294,,51
2021,41847092,,51
2021,41225112,,51
2021,41215715,,51
2021,41818550,,51
2021,43948091,,51
2021,43948092,,51
2021,44692939,,51
2021,42618208,,51
2021,41350001,,51
2021,42309950,,51
2021,42568923,,51
2021,41346921,,51
2021,41346920,,51
2021,42359295,,51
2021,42137442,,51
2021,41186483,,51
2021,41186485,,51
2021,41186484,,51
2021,41234581,,51
2021,41186486,,51
2021,41186487,,51
2021,41339031,,51
2021,41519216,,51
2021,42182772,,51
2021,41357322,,51
2021,41250215,,51
2021,41519295,,51
2021,42210394,,51
2021,42716131,,51
2021,42716132,,51
2021,41186780,,51
2021,41215716,,51
2021,43096487,,51
2021,42448964,,51
2021,42194817,,51
2021,42194818,,51
2021,41186783,,51
2021,42709138,,51
2021,43130996,,51
2021,41232858,,51
2021,43821204,,51
2021,41430088,,51
2021,41258609,,51
2021,42194103,,51
2021,41186892,,51
2021,42151679,,51
2021,42790363,,51
2021,42790364,,51
2021,41806061,,51
2021,44627791,,51
2021,42710330,,51
2021,42417980,,51
2021,41225113,,51
2021,41454845,,51
2021,41894433,,51
2021,43433053,,51
2021,41215744,,51
2021,42145367,,51
2021,42495393,,51
2021,42495394,,51
2021,42170416,,51
2021,42170417,,51
2021,42170418,,51
2021,42170419,,51
2021,41222369,,51
2021,41222370,,51
2021,42162729,,51
2021,45264420,,51
2021,41464821,,51
2021,42194793,,51
2021,42194794,,51
2021,41232859,,51
2021,41799171,,51
2021,41799172,,51
2021,42210252,,51
2021,41379463,,51
2021,43086005,,51
2021,41222912,,51
2021,42193726,,51
2021,42367583,,51
2021,42968092,,51
2021,41225262,,51
2021,41806567,,51
2021,44832775,,51
2021,42193765,,51
2021,41383342,,51
2021,41212215,,51
2021,41685644,,51
2021,41378258,,51
2021,41676962,,51
2021,42468397,,51
2021,41383283,,51
2021,41215233,,51
2021,42968093,,51
2021,41222684,,51
2021,41294632,,51
2021,41849022,,51
2021,42182499,,51
2021,41438864,,51
2021,42196028,,51
2021,42536449,,51
2021,42536450,,51
2021,41252435,,51
2021,42375804,,51
2021,44589971,,51
2021,41225073,,51
2021,42346733,,51
2021,41350213,,51
2021,41350212,,51
2021,41818904,,51
2021,41234583,,51
2021,41383284,,51
2021,41383285,,51
2021,42709727,,51
2021,42709728,,51
2021,42546448,,51
2021,41819000,,51
2021,41224645,,51
2021,44279246,,51
2021,43787726,,51
2021,41212422,,51
2021,43328451,,51
2021,44674332,,51
2021,41234854,,51
2021,41362335,,51
2021,44978463,,51
2021,41258368,,51
2021,42137533,,51
2021,42137534,,51
2021,41251868,,51
2021,41214042,,51
2021,44540815,,51
2021,42020355,,51
2021,41384123,,51
2021,41288307,,51
2021,41484628,,51
2021,42718300,,51
2021,42718301,,51
2021,42358470,,51
2021,43716645,,51
2021,42137535,,51
2021,42371575,,51
2021,41286952,,51
2021,42248794,,51
2021,41420719,,51
2021,42137536,,51
2021,41256119,,51
2021,41358874,,51
2021,41819201,,51
2021,41383781,,51
2021,41222622,,51
2021,42367487,,51
2021,41222646,,51
2021,41222831,,51
2021,42560431,,51
2021,43186450,,51
2021,41818905,,51
2021,41668675,,51
2021,41668674,,51
2021,42714832,,51
2021,43907831,,51
2021,42569536,,51
2021,42569537,,51
2021,42710047,,51
2021,42710048,,51
2021,41259150,,51
2021,41253871,,51
2021,41464822,,51
2021,42194348,,51
2021,42194349,,51
2021,42194350,,51
2021,41790501,,51
2021,42153243,,51
2021,43569191,,51
2021,42248899,,51
2021,43948095,,51
2021,42194819,,51
2021,43086257,,51
2021,41823645,,51
2021,41234855,,51
2021,41339056,,51
2021,41464949,,51
2021,42335097,,51
2021,41414166,,51
2021,42148433,,51
2021,41639936,,51
2021,42124829,,51
2021,41249798,,51
2021,41225162,,51
2021,42216980,,51
2021,41358945,,51
2021,42153624,,51
2021,41258993,,51
2021,41232860,,51
2021,41232861,,51
2021,42215238,,51
2021,44663291,,51
2021,44663292,,51
2021,42182670,,51
2021,41223146,,51
2021,41287404,,51
2021,42210253,,51
2021,42163023,,51
2021,41799173,,51
2021,42709936,,51
2021,42709937,,51
2021,42210428,,51
2021,44420575,,51
2021,41283879,,51
2021,41846557,,51
2021,42163024,,51
2021,43054026,,51
2021,44976789,,51
2021,41926899,,51
2021,42278533,,51
2021,41225496,,51
2021,42709938,,51
2021,41383343,,51
2021,41607720,,51
2021,41420722,,51
2021,41339032,,51
2021,43187150,,51
2021,42156053,,51
2021,41223001,,51
2021,42124409,,51
2021,42588179,,51
2021,42588180,,51
2021,41447405,,51
2021,41307581,,51
2021,41606173,,51
2021,41222782,,51
2021,41255653,,51
2021,41462833,,51
2021,41249803,,51
2021,42153625,,51
2021,41669113,,51
2021,45839904,,51
2021,41257072,,51
2021,41257071,,51
2021,42719680,,51
2021,42435388,,51
2021,41667353,,51
2021,42194795,,51
2021,41339033,,51
2021,41234856,,51
2021,41253387,,51
2021,44726706,,51
2021,41477918,,51
2021,41477917,,51
2021,41477915,,51
2021,41477916,,51
2021,41252261,,51
2021,42210640,,51
2021,42471858,,51
2021,41256999,,51
2021,42137710,,51
2021,42568982,,51
2021,42568983,,51
2021,41223336,,51
2021,41223335,,51
2021,41383344,,51
2021,41345974,,51
2021,41382812,,51
2021,41382811,,51
2021,41811325,,51
2021,41307582,,51
2021,42150525,,51
2021,41379110,,51
2021,41462834,,51
2021,42482930,,51
2021,41447406,,51
2021,41447407,,51
2021,41302686,,51
2021,43065009,,51
2021,43065010,,51
2021,41261079,,51
2021,41667354,,51
2021,41358875,,51
2021,43835825,,51
2021,41689529,,51
2021,41259154,,51
2021,44520162,,51
2021,42708531,,51
2021,41541024,,51
2021,42152074,,51
2021,42152075,,51
2021,42182671,,51
2021,41384019,,51
2021,41464823,,51
2021,41425476,,51
2021,42710331,,51
2021,41430421,,51
2021,41383782,,51
2021,41379199,,51
2021,41430422,,51
2021,41425478,,51
2021,41384781,,51
2021,41425479,,51
2021,41358946,,51
2021,41837331,,51
2021,41379200,,51
2021,41384020,,51
2021,42194796,,51
2021,41384021,,51
2021,43647155,,51
2021,41462191,,51
2021,41425480,,51
2021,41425481,,51
2021,41286955,,51
2021,42156054,,51
2021,41430425,,51
2021,41384782,,51
2021,41425483,,51
2021,41384783,,51
2021,41384784,,51
2021,41445034,,51
2021,41445035,,51
2021,41284088,,51
2021,41449761,,51
2021,41384785,,51
2021,41253872,,51
2021,41437398,,51
2021,41904199,,51
2021,41383433,,51
2021,41384786,,51
2021,42210396,,51
2021,42140875,,51
2021,41447408,,51
2021,41563428,,51
2021,41420724,,51
2021,41420723,,51
2021,45495563,,51
2021,41763740,,51
2021,41264817,,51
2021,44979379,,51
2021,44673268,,51
2021,42345903,,51
2021,42714833,,51
2021,42714834,,51
2021,42938214,,51
2021,41288155,,51
2021,41288154,,51
2021,41446286,,51
2021,41459759,,51
2021,41258396,,51
2021,41287405,,51
2021,42176041,,51
2021,42176042,,51
2021,41459767,,51
2021,42375805,,51
2021,42137537,,51
2021,41295146,,51
2021,41677946,,51
2021,41464861,,51
2021,41464859,,51
2021,41464860,,51
2021,41260209,,51
2021,44966353,,51
2021,41445799,,51
2021,41306559,,51
2021,42471574,,51
2021,42473592,,51
2021,41668733,,51
2021,42171752,,51
2021,42297802,,51
2021,41603170,,51
2021,42560434,,51
2021,43692950,,51
2021,41667355,,51
2021,41465121,,51
2021,41286866,,51
2021,42171753,,51
2021,41304878,,51
2021,42020343,,51
2021,42539475,,51
2021,42539476,,51
2021,41824444,,51
2021,43673137,,51
2021,42020352,,51
2021,42020351,,51
2021,43064970,,51
2021,41444338,,51
2021,42588181,,51
2021,41358937,,51
2021,42718303,,51
2021,41307962,,51
2021,43959006,,51
2021,41668676,,51
2021,41442293,,51
2021,42166201,,51
2021,43416642,,51
2021,43416643,,51
2021,41846344,,51
2021,41846345,,51
2021,41444092,,51
2021,42194797,,51
2021,42137538,,51
2021,42210429,,51
2021,41437400,,51
2021,41437399,,51
2021,42370815,,51
2021,41444059,,51
2021,41414143,,51
2021,42623411,,51
2021,43893660,,51
2021,42150527,,51
2021,41459841,,51
2021,41603248,,51
2021,41444560,,51
2021,41384787,,51
2021,42146168,,51
2021,41302096,,51
2021,41359122,,51
2021,42297803,,51
2021,42297804,,51
2021,42483550,,51
2021,41905595,,51
2021,41437224,,51
2021,42182773,,51
2021,42216339,,51
2021,41470428,,51
2021,41788745,,51
2021,41541625,,51
2021,43432588,,51
2021,41470154,,51
2021,42216538,,51
2021,41470635,,51
2021,41801885,,51
2021,41801887,,51
2021,41801886,,51
2021,41606265,,51
2021,44832991,,51
2021,41383787,,51
2021,42335719,,51
2021,41463674,,51
2021,42162874,,51
2021,42162875,,51
2021,42367502,,51
2021,41384355,,51
2021,41603144,,51
2021,41306967,,51
2021,42710332,,51
2021,42473593,,51
2021,45675948,,51
2021,42347272,,51
2021,41818689,,51
2021,42473170,,51
2021,42569539,,51
2021,42569540,,51
2021,41823774,,51
2021,41823775,,51
2021,42156055,,51
2021,42140879,,51
2021,41446902,,51
2021,41475805,,51
2021,41475806,,51
2021,41444587,,51
2021,42467057,,51
2021,42169737,,51
2021,41837912,,51
2021,41837913,,51
2021,41542043,,51
2021,41447635,,51
2021,41379326,,51
2021,42533239,,51
2021,43920164,,51
2021,41304170,,51
2021,41312625,,51
2021,44627010,,51
2021,42197672,,51
2021,42124246,,51
2021,42124247,,51
2021,43292425,,51
2021,41347231,,51
2021,42347343,,51
2021,42193766,,51
2021,41849023,,51
2021,41849024,,51
2021,42588182,,51
2021,42588183,,51
2021,41890874,,51
2021,41362560,,51
2021,42153307,,51
2021,41384789,,51
2021,42536451,,51
2021,42536452,,51
2021,41414146,,51
2021,42197919,,51
2021,43948353,,51
2021,42780584,,51
2021,45662520,,51
2021,42183495,,51
2021,41379593,,51
2021,42166676,,51
2021,41464826,,51
2021,44598920,,51
2021,41383888,,51
2021,41459842,,51
2021,41692175,,51
2021,41667356,,51
2021,42124600,,51
2021,42731150,,51
2021,41811000,,51
2021,42781800,,51
2021,41429515,,51
2021,41541221,,51
2021,42166230,,51
2021,41509041,,51
2021,42186704,,51
2021,42186705,,51
2021,42186706,,51
2021,42125033,,51
2021,42125034,,51
2021,42193767,,51
2021,42345847,,51
2021,41460036,,51
2021,41464827,,51
2021,43278950,,51
2021,41383890,,51
2021,41811274,,51
2021,43413361,,51
2021,41414147,,51
2021,41790504,,51
2021,42175501,,51
2021,42375951,,51
2021,41459708,,51
2021,41934934,,51
2021,41429516,,51
2021,41603408,,51
2021,41375088,,51
2021,41414148,,51
2021,41414149,,51
2021,41810979,,51
2021,42216804,,51
2021,41374252,,51
2021,41459915,,51
2021,41464828,,51
2021,43707226,,51
2021,41545400,,51
2021,41519838,,51
2021,41364659,,51
2021,41545401,,51
2021,41439006,,51
2021,41364660,,51
2021,41383892,,51
2021,41530685,,51
2021,42498864,,51
2021,41811001,,51
2021,44673704,,51
2021,41824653,,51
2021,41906685,,51
2021,42162730,,51
2021,42297662,,51
2021,41442763,,51
2021,42140880,,51
2021,41462342,,51
2021,41462343,,51
2021,41420697,,51
2021,41379327,,51
2021,41414150,,51
2021,42347344,,51
2021,41677247,,51
2021,43409269,,51
2021,44164327,,51
2021,41579538,,51
2021,41579539,,51
2021,41462123,,51
2021,42145181,,51
2021,41385147,,51
2021,41464829,,51
2021,42367595,,51
2021,41548369,,51
2021,44598340,,51
2021,42347273,,51
2021,41799022,,51
2021,44965816,,51
2021,42994886,,51
2021,41470829,,51
2021,41579582,,51
2021,41519404,,51
2021,42382657,,51
2021,41444358,,51
2021,41519322,,51
2021,41909905,,51
2021,42716673,,51
2021,42716674,,51
2021,41465065,,51
