arrestee_id,weapon_id
41721927,51
41721928,51
41721929,2
41721930,51
41721931,51
41721932,51
41721933,51
41721936,51
41721938,51
41721939,51
41721940,51
41721941,51
41721960,51
41721968,51
41721969,51
41721987,51
41721988,51
41722011,51
41722014,51
41722017,51
41722019,3
41722021,51
41722022,52
41722023,51
41722027,51
41722030,51
41722032,51
41722034,53
41722036,51
41722044,51
41722045,51
41722046,51
41722066,51
41722067,51
41722068,51
41722069,51
41722070,51
41722071,51
41722072,51
41722073,51
41722074,51
41722075,51
41722079,51
41722082,51
41722083,51
41722084,51
41722085,51
41722086,51
41722087,51
41722088,51
41722089,51
41722090,51
41722091,51
41722092,51
41722096,51
41722098,51
41722099,51
41722100,51
41722101,51
41722103,51
41722108,51
41722109,51
41722110,51
41722111,51
41722122,51
41722123,51
41722126,51
41722131,51
41722134,51
41722144,51
41722155,51
41722161,51
41722162,51
41722164,51
41722165,51
41722166,51
41722167,51
41722169,51
41722171,51
41722172,51
41722173,51
41722174,51
41722176,51
41722178,51
41722179,51
41722181,51
41722182,51
41722183,51
41722186,51
41722189,1
41722190,51
41722191,51
41722193,51
41722194,51
41722196,51
41722197,51
41722199,51
41722201,51
41722205,51
41722209,51
41722212,51
41722213,51
41722216,51
41722218,51
41722221,51
41722225,51
41722231,51
41722239,51
41722241,51
41722242,51
41722260,51
41722261,51
41722263,51
41722273,51
41722277,51
41722278,51
41722279,51
41722280,51
41722281,51
41722282,51
41722284,51
41722286,51
41722287,51
41722289,51
41722290,51
41722291,51
41722292,51
41722294,51
41722295,51
41722296,51
41722297,51
41722304,52
41722307,51
41722308,51
41722309,51
41722312,3
41722313,51
41722317,51
41722325,51
41722326,53
41722327,51
41722331,53
41722332,51
41722335,51
41722337,51
41722338,51
41722340,51
41722341,51
41722342,51
41722343,51
41722344,51
41722345,51
41722346,51
41722352,51
41722353,51
41722355,51
41722356,51
41722357,51
41722358,51
41722359,51
41722360,51
41722361,51
41722363,51
41722364,51
41722365,51
41722366,51
41722367,51
41722368,51
41722369,51
41722370,51
41722371,51
41722372,51
41722373,51
41722374,51
41722379,51
41722381,51
41722382,51
41722383,51
41722384,51
41722385,51
41722386,51
41722387,51
41722388,51
41722395,51
41722396,51
41722397,51
41722398,51
41722399,51
41722400,51
41722401,51
41722402,51
41722403,51
41722404,51
41722405,53
41722406,51
41722407,51
41722408,51
41722409,51
41722410,51
41722411,51
41722412,51
41722414,51
41722415,51
41722417,51
41722418,51
41722419,51
41722424,51
41722425,51
41722426,51
41722430,51
41722433,51
41722435,51
41722436,51
41722437,51
41722441,51
41722442,52
41722444,51
41722445,51
41722446,51
41722448,51
41722449,3
41722451,51
41722453,51
41722456,51
41722461,51
41722463,51
41722464,51
41722465,51
41722467,51
41722469,51
41722471,51
41722475,51
41722476,3
41722480,51
41722484,51
41722485,51
41722493,51
41722496,3
41722511,51
41722514,51
41722515,51
41722516,51
41722517,51
41722518,51
41722519,51
41722521,51
41722522,1
41722526,51
41722530,51
41722532,51
41722535,51
41722536,51
41722540,51
41722543,51
41722545,51
41722547,51
41722548,51
41722549,51
41722556,51
41722557,51
41722560,3
41722562,51
41722563,51
41722564,51
41722567,51
41722570,51
41722576,51
41722577,51
41722578,51
41722581,51
41722582,52
41722583,51
41722584,51
41722586,3
41722587,51
41722588,51
41722589,51
41722590,51
41722591,51
41722592,4
41722594,51
41722595,51
41722596,51
41722597,51
41722598,51
41722599,51
41722600,51
41722604,51
41722605,51
41722606,51
41722607,51
41722608,51
41722609,51
41722610,51
41722611,51
41722612,51
41722613,51
41722614,51
41722615,51
41722616,51
41722617,51
41722618,3
41722619,51
41722620,51
41722621,51
41722622,51
41722623,51
41722624,52
41722625,51
41722626,51
41722627,52
41722628,51
41722629,51
41722630,51
41722631,51
41722632,51
41722633,51
41722634,51
41722635,51
41722636,51
41722637,51
41722638,51
41722639,51
41722640,3
41722642,51
41722643,51
41722645,51
41722650,51
41722658,51
41722659,51
41722660,51
41722661,51
41722662,5
41722663,51
41722664,51
41722665,51
41722666,3
41722667,51
41722669,51
41722670,51
41722671,51
41722672,51
41722674,51
41722675,51
41722676,51
41722677,51
41722678,51
41722679,51
41722680,51
41722683,1
41722685,51
41722686,51
41722687,51
41722688,51
41722689,51
41722690,51
41722691,51
41722692,51
41722693,51
41722694,51
41722695,51
41722696,51
41722697,51
41722698,51
41722699,51
41722700,51
41722701,51
41722702,51
41722703,51
41722704,51
41722706,51
41722707,51
41722708,51
41722709,51
41722710,51
41722711,51
41722712,51
41722713,51
41722714,3
41722715,51
41722716,51
41722717,51
41722718,4
41722719,51
41722720,51
41722721,4
41722722,51
41722723,4
41722724,51
41722725,51
41722726,51
41722727,51
41722728,4
41722729,51
41722730,51
41722731,51
41722732,51
41722733,51
41722734,51
41722735,51
41722736,51
41722737,1
41722738,51
41722739,3
41722740,51
41722741,4
41722742,51
41722743,51
41722744,51
41722745,51
41722746,51
41722747,51
41722748,51
41722749,3
41722750,51
41722751,51
41722752,51
41722753,51
41722754,3
41722755,1
41722756,51
41722758,51
41722760,51
41722761,51
41722762,51
41722763,51
41722764,51
41722765,51
41722766,51
41722767,51
41722768,51
41722770,51
41722772,51
41722773,51
41722774,51
41722777,51
41722778,51
41722779,51
41722781,51
41722782,52
41722786,51
41722787,51
41722789,51
41722790,51
41722791,51
41722792,1
41722793,3
41722795,51
41722796,51
41722797,6
41722798,51
41722800,51
41722801,51
41722802,51
41722803,51
41722804,51
41722805,51
41722809,51
41722810,51
41722811,51
41722812,51
41722813,51
41722814,51
41722815,51
41722816,51
41722817,51
41722818,51
41722819,51
41722820,51
41722821,3
41722823,51
41722824,51
41722825,51
41722826,51
41722827,51
41722828,51
41722829,51
41722833,51
41722834,51
41722836,51
41722837,51
41722838,51
41722839,51
41722841,51
41722842,51
41722843,51
41722844,51
41722845,51
41722847,51
41722848,51
41722849,51
41722850,51
41722851,51
41722852,3
41722853,51
41722854,51
41722858,51
41722859,51
41722860,51
41722862,51
41722863,51
41722864,51
41722865,51
41722866,51
41722868,51
41722869,51
41722870,51
41722871,51
41722872,51
41722873,51
41722874,51
41722876,51
41722877,51
41722878,51
41722879,51
41722880,51
41722885,51
41722887,51
41722888,51
41722890,3
41722891,51
41722895,51
41722897,51
41722900,51
41722902,51
41722903,51
41722904,3
41722905,51
41722906,51
41722907,3
41722908,3
41722909,51
41722910,51
41722911,51
41722912,51
41722915,51
41722916,51
41722917,51
41722920,51
41722921,51
41722922,51
41722924,51
41722927,51
41722928,51
41722929,51
41722930,51
41722931,51
41722932,51
41722933,51
41722935,51
41722936,51
41722939,51
41722940,51
41722941,51
41722945,51
41722946,51
41722949,51
41722955,51
41722956,51
41722960,51
41722961,51
41722962,51
41722963,51
41722966,51
41722970,3
41722976,51
41722977,51
41722978,3
41722980,51
41722984,51
41722985,51
41722989,51
41722991,51
41722992,51
41722994,51
41722995,51
41722999,51
41723001,51
41723002,51
41723003,51
41723006,51
41723007,51
41723011,51
41723012,51
41723018,51
41723025,51
41723030,51
41723032,51
41723033,51
41723034,51
41723035,51
41723039,51
41723042,52
41723043,51
41723052,51
41723056,51
41723057,51
41723058,51
41723059,51
41723061,51
41723062,3
41723063,51
41723064,51
41723065,51
41723068,51
41723069,51
41723074,52
41723075,52
41723076,51
41723079,51
41723080,51
41723081,51
41723090,51
41723091,51
41723092,51
41723093,51
41723094,51
41723095,51
41723096,51
41723098,51
41723099,51
41723103,51
41723107,51
41723108,51
41723111,51
41723113,51
41723115,51
41723119,51
41723129,51
41723130,51
41723131,51
41723134,51
41723140,51
41723141,51
41723143,51
41723144,51
41723256,51
41723262,51
41723267,51
41723269,51
41723270,51
41723272,51
41723274,51
41723275,51
41723279,51
41723280,51
41723281,51
41723286,51
41723291,51
41723292,51
41723293,51
41723295,51
41723296,3
41723298,51
41723299,51
41723302,51
41723303,51
41723304,3
41723305,51
41723308,51
41723309,1
41723310,51
41723311,51
41723313,51
41723315,51
41723316,51
41723320,51
41723322,51
41723324,51
41723325,51
41723326,51
41723328,51
41723331,51
41723332,51
41723334,51
41723337,51
41723338,51
41723339,51
41723344,51
41723350,51
41723353,51
41723354,51
41723361,51
41723389,51
41723392,3
41723394,3
41723397,51
41723398,51
41723421,51
41723426,51
41723428,51
41723430,51
41723433,51
41723434,51
41723444,51
41723453,51
41723460,51
41723461,51
41723478,51
41723479,51
41723480,51
41723481,51
41723482,51
41723483,51
41723500,51
41723501,51
41723503,51
41723516,51
41723517,51
41723520,51
41723521,51
41723522,52
41723523,51
41723524,51
41723526,51
41723527,51
41723569,51
41723570,51
41723577,51
41723578,51
41723581,51
41723583,51
41723587,51
41723613,51
41723614,51
41723615,51
41723623,51
41723625,51
41723626,51
41723627,51
41723628,51
41723634,51
41723635,51
41723651,51
41723653,51
41723657,51
41723658,51
41723659,51
41723660,51
41723664,51
41723665,51
41723669,51
41723670,51
41723671,51
41723672,51
41723673,51
41723674,51
41723675,51
41723676,51
41723677,51
41723678,51
41723679,51
41723680,51
41723681,51
41723683,51
41723684,51
41723685,51
41723688,51
41723689,51
41723737,51
41723739,51
41723750,51
41723762,51
41723765,51
41723767,51
41723768,51
41723769,51
41723809,51
41723812,51
41723813,51
41723859,51
41723860,51
41723862,51
41723923,51
41723925,51
41723927,51
41723928,51
41723929,51
41723930,51
41723931,51
41723932,51
41723933,51
41723934,51
41723936,51
41724054,51
41724055,51
41724083,51
41724087,1
41724094,51
41724102,51
41724106,51
41724107,51
41724108,51
41724109,51
41724110,51
41724153,51
41724154,51
41724155,51
41724156,51
41724157,51
41724176,51
41724181,51
41724187,51
41724191,51
41724192,51
41724193,51
41724197,51
41724198,51
41724199,51
41724201,3
41724205,51
41724206,51
41724220,51
41724224,51
41724226,51
41724229,51
41724230,51
41724231,51
41724232,51
41724234,51
41724235,51
41724238,51
41724239,51
41724240,51
41724241,51
41724242,51
41724243,51
41724246,51
41724252,51
41724253,51
41724255,51
41724257,51
41724261,51
41724266,51
41724270,51
41724273,51
41724282,51
41724288,51
41724292,51
41724293,1
41724294,51
41724295,51
41724296,51
41724298,3
41724301,51
41724302,3
41724306,51
41724311,51
41724312,51
41724317,51
41724319,51
41724383,51
41724384,51
41724385,51
41724390,51
41724391,51
41724392,51
41724394,51
41724395,51
41724398,51
41724400,51
41724411,51
41724509,51
41724513,51
41724514,51
41724516,51
41724517,51
41724522,51
41724523,51
41724524,51
41724525,51
41724527,51
41724528,51
41724529,51
41724530,51
41724531,51
41724532,51
41724533,51
41724535,51
41724537,51
41724538,51
41724539,51
41724540,51
41724543,51
41724545,51
41724547,51
41724550,51
41724552,51
41724553,51
41724554,51
41724555,51
41724556,51
41724557,51
41724558,51
41724559,51
41724562,51
41724563,51
41724564,51
41724565,51
41724566,51
41724567,51
41724568,51
41724569,51
41724570,51
41724571,51
41724572,51
41724573,51
41724574,51
41724575,51
41724576,51
41724577,51
41724578,51
41724579,51
41724580,51
41724581,51
41724582,51
41724583,51
41724586,51
41724588,51
41724589,51
41724590,51
41724591,51
41724592,51
41724593,51
41724597,51
41724599,51
41724602,51
41724603,51
41724605,51
41724606,51
41724609,51
41724616,51
41724617,51
41724620,51
41724621,51
41724622,51
41724623,51
41724624,51
41724625,51
41724626,51
41724627,51
41724628,51
41724629,51
41724630,3
41724631,3
41724632,51
41724633,51
41724634,51
41724635,51
41724636,51
41724642,51
41724643,51
41724644,3
41724647,3
41724648,51
41724649,51
41724652,51
41724662,51
41724665,51
41724668,3
41724669,51
41724672,51
41724674,51
41724675,51
41724676,51
41724678,3
41724680,51
41724681,51
41724682,51
41724683,51
41724684,51
41724685,51
41724686,51
41724687,51
41724688,51
41724689,51
41724690,51
41724691,51
41724692,51
41724693,51
41724694,51
41724696,51
41724697,51
41724698,3
41724699,51
41724700,51
41724701,51
41724702,51
41724703,51
41724704,51
41724705,3
41724706,51
41724707,51
41724709,51
41724710,51
41724711,51
41724713,51
41724716,51
41724717,52
41724718,51
41724719,51
41724720,51
41724722,51
41724724,51
41724725,51
41724726,51
41724729,51
41724732,51
41724733,51
41724735,51
41724736,51
41724738,51
41724739,51
41724740,51
41724741,51
41724742,51
41724744,51
41724745,51
41724747,51
41724748,51
41724749,51
41724750,51
41724751,51
41724752,51
41724753,51
41724754,51
41724759,51
41724760,51
41724761,51
41724762,51
41724763,51
41724764,51
41724765,51
41724766,51
41724767,51
41724768,51
41724769,51
41724770,51
41724771,51
41724773,51
41724774,51
41724777,51
41724778,51
41724779,51
41724780,51
41724781,51
41724782,51
41724783,51
41724784,51
41724785,51
41724786,51
41724793,51
41724794,51
41724795,51
41724796,51
41724797,51
41724798,51
41724799,51
41724800,51
41724801,51
41724802,51
41724803,51
41724804,51
41724805,51
41724806,3
41724807,52
41724808,51
41724809,51
41724810,51
41724811,51
41724812,51
41724813,51
41724814,51
41724815,51
41724816,51
41724817,51
41724818,51
41724820,51
41724821,51
41724823,3
41724824,3
41724825,51
41724826,51
41724827,3
41724829,51
41724830,51
41724833,3
41724835,51
41724839,51
41724843,51
41724844,51
41724845,51
41724846,51
41724847,51
41724848,51
41724849,51
41724850,51
41724851,51
41724856,51
41724857,51
41724858,51
41724860,3
41724861,3
41724862,1
41724863,51
41724864,51
41724865,51
41724866,51
41724868,51
41724869,51
41724870,51
41724871,51
41724872,51
41724873,51
41724874,51
41724875,51
41724876,51
41724877,51
41724878,51
41724879,51
41724880,51
41724881,51
41724882,51
41724883,51
41724884,51
41724886,51
41724887,51
41724888,51
41724889,51
41724890,51
41724891,51
41724893,51
41724894,51
41724895,51
41724907,51
41724909,51
41724911,3
41724915,51
41724916,51
41724948,51
41724949,51
41724950,51
41724951,51
41724953,51
41724954,51
41724958,51
41724962,51
41724967,51
41724969,51
41724972,51
41724975,51
41724976,51
41724979,51
41724982,51
41724983,52
41724987,51
41724990,51
41724994,51
41725007,51
41725008,51
41725009,51
41725010,51
41725011,51
41725012,51
41725013,51
41725014,51
41725015,51
41725017,51
41725018,51
41725020,51
41725022,51
41725024,51
41725025,51
41725030,51
41725031,51
41725032,51
41725035,51
41725038,51
41725039,51
41725041,51
41725052,51
41725067,51
41725071,51
41725074,51
41725078,51
41725086,51
41725092,51
41725094,51
41725097,51
41725109,51
41725110,51
41725111,51
41725114,51
41725115,51
41725117,51
41725119,51
41725122,51
41725123,51
41725124,51
41725125,51
41725127,51
41725128,51
41725129,51
41725132,51
41725137,51
41725138,51
41725140,51
41725141,51
41725142,51
41725144,51
41725146,51
41725148,51
41725149,51
41725150,51
41725151,51
41725152,51
41725153,51
41725156,51
41725157,51
41725158,51
41725165,51
41725182,51
41725193,51
41725195,51
41725200,51
41725201,51
41725202,51
41725203,51
41725204,51
41725205,51
41725206,51
41725207,51
41725208,51
41725209,51
41725210,51
41725211,51
41725212,51
41725213,51
41725216,51
41725217,51
41725219,51
41725220,51
41725223,51
41725224,3
41725225,51
41725226,51
41725227,51
41725238,51
41725239,51
41725240,51
41725241,51
41725242,51
41725244,51
41725247,51
41725248,51
41725251,51
41725256,51
41725257,51
41725258,52
41725259,51
41725260,51
41725261,51
41725262,51
41725265,51
41725266,51
41725267,51
41725268,51
41725269,51
41725270,51
41725271,51
41725272,51
41725275,51
41725280,51
41725299,51
41725305,51
41725306,51
41725310,51
41725312,51
41725313,51
41725314,51
41725315,51
41725316,51
41725317,51
41725318,51
41725319,51
41725320,51
41725321,51
41725322,51
41725323,51
41725324,51
41725326,51
41725327,51
41725335,51
41725337,51
41725338,51
41725339,51
41725340,51
41725342,51
41725344,51
41725345,51
41725346,51
41725347,51
41725352,52
41725354,51
41725355,51
41725356,51
41725361,51
41725366,51
41725368,51
41725369,51
41725370,51
41725371,51
41725375,51
41725378,51
41725380,51
41725381,51
41725384,51
41725386,51
41725387,51
41725390,51
41725400,51
41725401,51
41725409,51
41725410,51
41725411,51
41725412,51
41725413,51
41725414,51
41725417,51
41725420,51
41725421,51
41725422,52
41725423,51
41725425,51
41725430,53
41725438,51
41725440,1
41725443,51
41725444,51
41725446,51
41725449,51
41725450,51
41725454,51
41725462,51
41725465,51
41725469,51
41725471,51
41725474,51
41725475,51
41725476,51
41725477,51
41725480,51
41725491,51
41725494,51
41725496,51
41725499,51
41725500,51
41725501,51
41725502,51
41725503,51
41725504,51
41725505,51
41725506,51
41725507,52
41725508,51
41725509,51
41725511,51
41725512,51
41725513,51
41725515,52
41725517,51
41725518,51
41725519,51
41725522,51
41725523,51
41725524,51
41725525,3
41725528,51
41725529,51
41725530,51
41725531,51
41725532,51
41725533,51
41725534,51
41725535,51
41725536,51
41725537,51
41725538,51
41725539,51
41725541,51
41725542,52
41725543,51
41725544,51
41725545,51
41725546,52
41725547,51
41725548,51
41725549,51
41725550,51
41725551,51
41725558,51
41725562,51
41725563,51
41725564,51
41725565,51
41725566,51
41725567,51
41725568,51
41725569,51
41725570,51
41725571,51
41725572,51
41725573,51
41725574,51
41725575,51
41725576,51
41725577,51
41725578,51
41725579,51
41725580,51
41725581,51
41725582,51
41725583,51
41725584,51
41725585,51
41725586,51
41725587,51
41725588,51
41725589,51
41725590,51
41725591,51
41725592,51
41725593,51
41725594,51
41725595,3
41725596,51
41725597,51
41725598,51
41725600,51
41725602,51
41725603,51
41725604,51
41725605,51
41725606,51
41725607,51
41725608,51
41725610,51
41725611,51
41725612,51
41725613,51
41725614,51
41725615,51
41725616,51
41725617,51
41725618,51
41725619,51
41725620,51
41725621,51
41725622,51
41725623,51
41725624,3
41725625,51
41725626,51
41725627,51
41725628,3
41725629,51
41725630,51
41725631,51
41725632,51
41725633,51
41725634,51
41725635,51
41725636,51
41725637,51
41725638,51
41725639,51
41725640,51
41725641,51
41725642,51
41725645,51
41725646,3
41725647,51
41725648,3
41725650,51
41725651,51
41725656,51
41725657,51
41725658,3
41725659,51
41725660,51
41725661,51
41725662,51
41725663,51
41725664,51
41725665,51
41725666,51
41725667,51
41725670,51
41725678,51
41725679,51
41725680,51
41725685,51
41725695,51
41725696,51
41725697,51
41725698,51
41725699,51
41725700,51
41725701,51
41725702,51
41725703,51
41725704,51
41725705,51
41725706,51
41725707,51
41725708,51
41725709,51
41725710,51
41725711,51
41725712,51
41725713,51
41725714,51
41725715,51
41725717,3
41725718,51
41725719,51
41725721,51
41725722,51
41725724,51
41725725,51
41725726,51
41725727,51
41725728,51
41725729,51
41725731,51
41725732,51
41725733,3
41725734,51
41725735,51
41725736,51
41725737,51
41725738,51
41725739,51
41725740,51
41725741,51
41725742,51
41725743,51
41725744,51
41725745,51
41725747,51
41725748,51
41725749,51
41725750,51
41725751,51
41725753,51
41725754,51
41725757,51
41725759,51
41725760,51
41725761,51
41725762,51
41725763,3
41725764,51
41725765,51
41725767,51
41725768,51
41725769,51
41725770,51
41725772,51
41725773,51
41725774,51
41725775,51
41725776,51
41725777,51
41725778,51
41725779,51
41725780,51
41725782,52
41725783,51
41725784,51
41725785,51
41725786,51
41725787,51
41725788,51
41725789,51
41725790,51
41725791,52
41725792,51
